Rank,Name,ConvName,SitePos,SiteAge,BarType,Bar1,Bar2,OVR,Arm,Run,Fielding,IFRange,OFRange,AB,H,B2,B3,HR,BB,SO,vL_OBP,vL_SLG,vR_OBP,vR_SLG,Level,Age,Pos,EligCount,MaxFieldPos,END,AB_p,H_p,B2_p,B3_p,HR_p,BB_p,SO_p,WtdOBP,WtdSLG,NumPitches,MaxQual,OBP_blend,SLG_blend,GPA,BB%,K%,ISO
200,Bill Dawson,"Dawson, Bill",LF,20,H,115.33,96.94,99.7,3.25,4.05,0.993,4.68,5.57,600.0,180.0,30.0,5.0,14.0,53.0,93.0,0.346,0.42,0.368,0.453,A,20,LF,1.0,1.0,,,,,,,,,,,,,0.36250000000000004,0.44475,0.2743125,0.08833333333333333,0.155,0.14475
201,Joe Boykins,"Boykins, Joe",2B,24,H,80.99,99.72,99.7,2.92,3.58,0.991,4.17,4.69,600.0,172.0,22.0,1.0,26.0,53.0,72.0,0.336,0.446,0.353,0.472,AAA,24,2B,2.0,1.0,,,,,,,,,,,,,0.34875,0.46549999999999997,0.2733125,0.08833333333333333,0.12,0.1788333333333333
202,Forest Murphy,"Murphy, Forest",LF,18,H,94.2,101.19,99.57,3.78,3.43,0.981,3.01,4.29,600.0,168.0,44.0,5.0,15.0,67.0,93.0,0.343,0.431,0.361,0.459,A,18,LF,1.0,1.0,,,,,,,,,,,,,0.3565,0.452,0.273425,0.11166666666666666,0.155,0.172
204,Manuel Price,"Price, Manuel",3B,24,H,136.42,96.39,99.46,7.83,3.0,0.997,5.01,4.56,600.0,166.0,23.0,2.0,25.0,64.0,70.0,0.355,0.462,0.338,0.435,ML,24,3B,3.0,1.0,,,,,,,,,,,,,0.34225,0.44175,0.26444999999999996,0.10666666666666667,0.11666666666666667,0.1650833333333333
205,Jeremiah Dickson,"Dickson, Jeremiah",1B,22,H,124.12,102.77,99.34,5.96,4.74,0.992,4.56,5.17,600.0,158.0,31.0,8.0,26.0,76.0,131.0,0.337,0.46,0.355,0.489,AAA,22,1B,2.0,1.0,,,,,,,,,,,,,0.3505,0.48175,0.2781625,0.12666666666666668,0.21833333333333332,0.2184166666666667
206,Tracy McCay,"McCay, Tracy",SS,20,H,106.65,102.03,99.34,5.65,5.33,0.99,5.84,5.28,600.0,155.0,38.0,2.0,30.0,68.0,86.0,0.341,0.489,0.325,0.464,AA,20,SS,1.0,1.0,,,,,,,,,,,,,0.329,0.47025000000000006,0.26561250000000003,0.11333333333333333,0.14333333333333334,0.2119166666666667
208,Jason Williams,"Williams, Jason",1B,24,H,115.22,98.51,99.25,7.15,3.43,0.991,3.78,4.54,600.0,182.0,41.0,3.0,16.0,51.0,84.0,0.368,0.478,0.349,0.448,AAA,24,1B,4.0,1.0,,,,,,,,,,,,,0.35375,0.4555,0.2730625,0.085,0.14,0.15216666666666667
210,Wesley Gongalves,"Gongalves, Wesley",SS,21,H,99.75,101.01,99.03,7.91,5.78,0.973,4.83,6.11,600.0,150.0,28.0,1.0,30.0,83.0,94.0,0.341,0.45,0.342,0.452,AA,21,SS,2.0,1.0,,,,,,,,,,,,,0.34175,0.4515,0.2666625,0.13833333333333334,0.15666666666666668,0.2015
211,Geoff Heineman,"Heineman, Geoff",2B,23,H,76.9,102.31,98.85,4.06,2.66,0.994,3.21,4.09,600.0,160.0,35.0,7.0,27.0,55.0,103.0,0.335,0.495,0.32,0.471,AA,23,2B,2.0,1.0,,,,,,,,,,,,,0.32375,0.477,0.2649375,0.09166666666666666,0.17166666666666666,0.21033333333333332
213,Ozzie Owens,"Owens, Ozzie",LF,20,H,137.82,96.48,98.75,7.39,5.93,0.991,3.72,5.61,600.0,162.0,34.0,2.0,12.0,82.0,65.0,0.368,0.412,0.349,0.383,AA,20,LF,1.0,1.0,,,,,,,,,,,,,0.35375,0.39025,0.25675000000000003,0.13666666666666666,0.10833333333333334,0.12024999999999997
217,Dave Humphreys,"Humphreys, Dave",LF,24,H,131.18,95.09,98.7,5.64,5.4,0.994,4.16,5.88,600.0,176.0,28.0,6.0,6.0,80.0,53.0,0.385,0.407,0.367,0.378,AAA,24,LF,3.0,1.0,,,,,,,,,,,,,0.3715,0.38525,0.2634875,0.13333333333333333,0.08833333333333333,0.09191666666666665
218,Teddy Frack,"Frack, Teddy",CF,23,H,68.91,99.9,98.64,5.59,2.85,0.973,2.53,3.13,600.0,176.0,31.0,5.0,20.0,52.0,58.0,0.349,0.463,0.35,0.464,ML,23,CF,3.0,1.0,,,,,,,,,,,,,0.34974999999999995,0.46375000000000005,0.273325,0.08666666666666667,0.09666666666666666,0.17041666666666672
219,Dave Buchert,"Buchert, Dave",2B,19,H,103.64,103.23,98.64,4.01,3.29,0.988,5.88,5.26,600.0,156.0,38.0,5.0,27.0,53.0,69.0,0.332,0.489,0.311,0.456,A,19,2B,1.0,1.0,,,,,,,,,,,,,0.31625000000000003,0.46425000000000005,0.258375,0.08833333333333333,0.115,0.20425000000000004
220,Scott Weidemann,"Weidemann, Scott",CF,21,H,72.83,110.72,98.61,7.74,3.14,0.984,2.06,2.17,600.0,148.0,27.0,1.0,35.0,69.0,27.0,0.316,0.456,0.334,0.482,A,21,CF,1.0,1.0,,,,,,,,,,,,,0.3295,0.4755,0.26715,0.115,0.045,0.2288333333333333
221,Juan Hebert,"Hebert, Juan",LF,20,H,59.7,102.77,98.46,3.54,1.79,0.992,1.59,2.0,600.0,160.0,39.0,5.0,27.0,55.0,68.0,0.33,0.486,0.327,0.483,AA,20,LF,1.0,1.0,,,,,,,,,,,,,0.32775000000000004,0.48374999999999996,0.268425,0.09166666666666666,0.11333333333333333,0.2170833333333333
223,Myer Seven,"Seven, Myer",1B,23,H,118.92,96.02,98.31,7.59,5.31,0.988,5.12,5.79,600.0,180.0,37.0,3.0,19.0,47.0,84.0,0.34,0.448,0.363,0.484,AAA,23,1B,4.0,1.0,,,,,,,,,,,,,0.35725,0.475,0.2795125,0.07833333333333334,0.14,0.175
224,Moxie Battle,"Battle, Moxie",C,21,H,127.37,88.89,98.29,8.22,2.81,0.982,3.92,2.93,600.0,182.0,40.0,1.0,12.0,26.0,25.0,0.343,0.45,0.322,0.418,AAA,21,C,2.0,1.0,,,,,,,,,,,,,0.32725,0.426,0.2537625,0.043333333333333335,0.041666666666666664,0.12266666666666665
225,Mark Depass,"Depass, Mark",1B,25,H,88.71,98.33,98.29,5.26,3.73,0.985,2.41,3.65,600.0,172.0,29.0,1.0,26.0,62.0,132.0,0.354,0.467,0.353,0.466,ML,25,1B,5.0,1.0,,,,,,,,,,,,,0.35324999999999995,0.46625000000000005,0.275525,0.10333333333333333,0.22,0.17958333333333337
226,Eddie Miller,"Miller, Eddie",3B,25,H,83.18,99.81,98.14,4.66,3.8,0.986,2.94,4.08,600.0,168.0,38.0,3.0,14.0,69.0,82.0,0.345,0.412,0.363,0.44,AAA,25,3B,5.0,1.0,,,,,,,,,,,,,0.3585,0.433,0.269575,0.115,0.13666666666666666,0.15299999999999997
228,Bryan Kim,"Kim, Bryan",LF,20,H,62.72,110.26,98.11,1.07,2.76,0.995,2.57,2.21,600.0,145.0,35.0,1.0,47.0,96.0,152.0,0.347,0.537,0.346,0.536,AA,20,LF,2.0,1.0,,,,,,,,,,,,,0.34624999999999995,0.53625,0.289875,0.16,0.25333333333333335,0.2945833333333333
229,Roger Weir,"Weir, Roger",C,20,H,125.52,92.13,98.07,8.97,3.69,0.982,2.28,3.5,600.0,175.0,35.0,3.0,4.0,77.0,56.0,0.382,0.397,0.361,0.365,AA,20,C,1.0,1.0,,,,,,,,,,,,,0.36624999999999996,0.373,0.2580625,0.12833333333333333,0.09333333333333334,0.08133333333333331
230,Richard McFadden,"McFadden, Richard",LF,24,H,78.11,99.16,97.98,5.16,3.73,0.99,2.67,2.52,600.0,179.0,33.0,4.0,0.0,96.0,58.0,0.388,0.355,0.403,0.379,AA,24,LF,2.0,1.0,,,,,,,,,,,,,0.39925,0.373,0.2729125,0.16,0.09666666666666666,0.07466666666666666
231,Anthony Riso,"Riso, Anthony",2B,22,H,50.12,108.41,97.96,1.72,3.44,0.969,2.38,1.95,600.0,153.0,26.0,2.0,39.0,87.0,125.0,0.362,0.52,0.336,0.479,AAA,22,2B,2.0,1.0,,,,,,,,,,,,,0.3425,0.48924999999999996,0.2764375,0.145,0.20833333333333334,0.23424999999999996
233,Mike Purnell,"Purnell, Mike",LF,22,H,88.63,100.92,97.85,5.16,3.53,0.996,1.94,2.95,600.0,165.0,27.0,3.0,31.0,62.0,104.0,0.352,0.5,0.335,0.473,AAA,22,LF,3.0,1.0,,,,,,,,,,,,,0.33925000000000005,0.47975,0.27260000000000006,0.10333333333333333,0.17333333333333334,0.20475
235,Long Machey,"Machey, Long",1B,19,H,100.01,99.53,97.74,1.69,2.73,0.997,1.16,1.09,600.0,167.0,34.0,4.0,18.0,67.0,48.0,0.34,0.421,0.362,0.455,A,19,1B,1.0,1.0,,,,,,,,,,,,,0.3565,0.4465,0.27205,0.11166666666666666,0.08,0.1681666666666667
238,Kelley Skeans,"Skeans, Kelley",2B,21,H,71.02,98.42,97.53,1.5,2.99,0.989,2.78,2.58,600.0,179.0,44.0,3.0,13.0,50.0,64.0,0.348,0.441,0.358,0.458,AA,21,2B,2.0,1.0,,,,,,,,,,,,,0.3554999999999999,0.45375000000000004,0.2734125,0.08333333333333333,0.10666666666666667,0.1554166666666667
239,Rich Pledger,"Pledger, Rich",C,20,H,120.29,95.0,97.53,7.17,3.86,0.978,4.21,3.72,600.0,168.0,40.0,2.0,16.0,60.0,74.0,0.356,0.449,0.335,0.415,AA,20,C,1.0,1.0,,,,,,,,,,,,,0.34025000000000005,0.4235,0.25898750000000004,0.1,0.12333333333333334,0.14349999999999996
241,Jonathan Bowell,"Bowell, Jonathan",LF,21,H,65.8,101.01,97.5,3.78,2.28,0.999,1.72,1.63,600.0,181.0,39.0,2.0,22.0,44.0,44.0,0.36,0.501,0.338,0.466,AAA,21,LF,2.0,1.0,,,,,,,,,,,,,0.3435,0.47475,0.2732625,0.07333333333333333,0.07333333333333333,0.1730833333333333
242,Nathan Struiksma,"Struiksma, Nathan",1B,18,H,111.26,95.83,97.37,4.21,2.71,0.998,1.39,0.91,600.0,193.0,48.0,1.0,2.0,61.0,66.0,0.375,0.401,0.394,0.432,A,18,1B,1.0,1.0,,,,,,,,,,,,,0.38925,0.42425,0.281225,0.10166666666666667,0.11,0.10258333333333336
243,Richie Prak,"Prak, Richie",SS,22,H,78.0,100.92,97.33,7.58,1.52,0.995,2.0,1.53,600.0,168.0,42.0,4.0,24.0,48.0,76.0,0.34,0.493,0.329,0.476,AAA,22,SS,2.0,1.0,,,,,,,,,,,,,0.33175000000000004,0.48024999999999995,0.26935,0.08,0.12666666666666668,0.20024999999999993
244,Dave Nordyke,"Nordyke, Dave",3B,22,H,127.08,95.0,97.27,7.06,3.78,0.991,4.95,3.98,600.0,160.0,29.0,3.0,22.0,68.0,69.0,0.347,0.442,0.336,0.424,AA,22,3B,2.0,1.0,,,,,,,,,,,,,0.33875,0.4285,0.25956250000000003,0.11333333333333333,0.115,0.16183333333333333
246,Bill Say,"Say, Bill",1B,18,H,89.11,108.22,97.07,5.92,1.72,0.99,1.58,1.45,600.0,140.0,26.0,1.0,50.0,100.0,152.0,0.335,0.518,0.351,0.542,A,18,1B,1.0,1.0,,,,,,,,,,,,,0.347,0.536,0.29015,0.16666666666666666,0.25333333333333335,0.3026666666666667
248,Brian Stein,"Stein, Brian",CF,21,H,146.58,87.32,96.94,6.04,7.19,0.993,5.58,6.99,600.0,175.0,27.0,0.0,2.0,66.0,42.0,0.355,0.337,0.368,0.358,AA,21,CF,1.0,1.0,,,,,,,,,,,,,0.36475,0.35274999999999995,0.252325,0.11,0.07,0.06108333333333327
249,Quincy Bierbower,"Bierbower, Quincy",2B,22,H,72.48,96.57,96.94,5.22,1.74,0.98,3.55,2.98,600.0,175.0,41.0,1.0,14.0,44.0,43.0,0.341,0.434,0.34,0.433,AA,22,2B,3.0,1.0,,,,,,,,,,,,,0.34025,0.43324999999999997,0.261425,0.07333333333333333,0.07166666666666667,0.14158333333333328
250,Robbie Dowless,"Dowless, Robbie",SS,25,H,68.69,101.01,96.85,5.09,2.64,0.984,3.46,3.66,600.0,165.0,35.0,3.0,25.0,63.0,90.0,0.351,0.481,0.336,0.458,ML,25,SS,5.0,1.0,,,,,,,,,,,,,0.33975,0.46375,0.268825,0.105,0.15,0.18874999999999997
251,John Polanco,"Polanco, John",SS,22,H,128.69,91.2,96.81,6.77,6.19,0.995,6.53,8.0,600.0,165.0,24.0,7.0,15.0,79.0,123.0,0.366,0.42,0.353,0.4,AAA,22,SS,4.0,1.0,,,,,,,,,,,,,0.35624999999999996,0.405,0.26156250000000003,0.13166666666666665,0.205,0.13
253,Hugh Caraker,"Caraker, Hugh",SS,23,H,105.71,91.58,96.68,4.35,6.23,0.978,6.35,6.75,600.0,177.0,36.0,3.0,8.0,53.0,71.0,0.36,0.416,0.344,0.391,AAA,23,SS,2.0,1.0,,,,,,,,,,,,,0.348,0.39725,0.2559125,0.08833333333333333,0.11833333333333333,0.10225000000000001
255,Dana Eatman,"Eatman, Dana",LF,20,H,67.54,100.83,96.57,2.18,2.78,0.974,2.54,3.24,600.0,161.0,33.0,8.0,13.0,82.0,63.0,0.349,0.401,0.363,0.424,AA,20,LF,1.0,1.0,,,,,,,,,,,,,0.3595,0.41825,0.2663375,0.13666666666666666,0.105,0.1499166666666667
256,Mays McCarter,"McCarter, Mays",SS,19,H,100.79,94.63,96.53,7.44,3.42,0.994,4.84,3.59,600.0,175.0,30.0,7.0,12.0,59.0,72.0,0.368,0.445,0.344,0.407,A,19,SS,1.0,1.0,,,,,,,,,,,,,0.35,0.4165,0.261625,0.09833333333333333,0.12,0.1248333333333333
257,Jose Ok,"Ok, Jose",LF,25,H,117.72,94.17,96.51,7.89,3.93,0.987,4.34,4.81,600.0,182.0,35.0,5.0,3.0,50.0,26.0,0.364,0.406,0.348,0.382,ML,25,LF,3.0,1.0,,,,,,,,,,,,,0.352,0.388,0.25539999999999996,0.08333333333333333,0.043333333333333335,0.08466666666666667
258,Charles Crawford,"Crawford, Charles",C,21,H,104.28,98.51,96.5,5.41,2.79,0.99,1.78,1.44,600.0,157.0,45.0,2.0,18.0,76.0,69.0,0.344,0.43,0.345,0.431,AA,21,C,1.0,1.0,,,,,,,,,,,,,0.34475,0.43074999999999997,0.262825,0.12666666666666668,0.115,0.1690833333333333
259,Winston Savini,"Savini, Winston",1B,24,H,76.78,99.72,96.5,3.85,2.0,0.985,1.76,1.41,600.0,177.0,32.0,8.0,14.0,51.0,55.0,0.359,0.46,0.341,0.432,AAA,24,1B,1.0,1.0,,,,,,,,,,,,,0.34550000000000003,0.439,0.26522500000000004,0.085,0.09166666666666666,0.14400000000000002
260,Sicnarf Loopstok,"Loopstok, Sicnarf",C,23,H,146.13,87.78,96.39,8.94,4.34,0.998,6.72,5.19,600.0,178.0,37.0,7.0,4.0,42.0,53.0,0.357,0.421,0.33,0.379,AAA,23,C,1.0,1.0,,,,,,,,,,,,,0.33675,0.3895,0.24891249999999998,0.07,0.08833333333333333,0.09283333333333332
261,Jeff Placko,"Placko, Jeff",3B,22,H,71.17,99.16,96.37,3.07,2.67,0.998,2.01,1.55,600.0,166.0,39.0,6.0,16.0,57.0,76.0,0.33,0.427,0.35,0.458,AAA,22,3B,1.0,1.0,,,,,,,,,,,,,0.345,0.45025000000000004,0.2678125,0.095,0.12666666666666668,0.17358333333333337
262,Jim Levin,"Levin, Jim",LF,21,H,60.74,102.21,96.22,8.9,1.67,0.977,1.27,1.0,600.0,168.0,32.0,1.0,19.0,84.0,73.0,0.376,0.444,0.362,0.422,AA,21,LF,2.0,1.0,,,,,,,,,,,,,0.36549999999999994,0.4275,0.27135,0.14,0.12166666666666667,0.14749999999999996
264,Archie Ellis,"Ellis, Archie",RF,23,H,73.94,97.5,96.07,4.96,1.88,0.967,1.82,2.0,600.0,181.0,50.0,3.0,15.0,34.0,55.0,0.33,0.456,0.349,0.485,AAA,23,RF,4.0,1.0,,,,,,,,,,,,,0.34425,0.47775,0.27435,0.056666666666666664,0.09166666666666666,0.17608333333333331
265,Burt Workman,"Workman, Burt",2B,24,H,93.37,100.45,96.05,7.36,3.03,0.989,3.51,2.69,600.0,159.0,24.0,4.0,14.0,88.0,37.0,0.35,0.374,0.37,0.406,AAA,24,2B,1.0,1.0,,,,,,,,,,,,,0.365,0.398,0.26375000000000004,0.14666666666666667,0.06166666666666667,0.133
266,Lowell Heisel,"Heisel, Lowell",3B,22,H,139.12,90.09,95.92,8.02,5.95,0.997,4.72,5.73,600.0,172.0,38.0,1.0,15.0,33.0,45.0,0.333,0.445,0.313,0.414,AA,22,3B,2.0,1.0,,,,,,,,,,,,,0.318,0.42175,0.24853750000000002,0.055,0.075,0.13508333333333333
268,Gordon Booser,"Booser, Gordon",3B,20,H,97.79,94.53,95.79,6.15,2.31,0.97,3.93,3.62,600.0,175.0,46.0,1.0,14.0,39.0,75.0,0.34,0.449,0.329,0.431,A,20,3B,1.0,1.0,,,,,,,,,,,,,0.33175000000000004,0.4355,0.2581625,0.065,0.125,0.1438333333333333
269,Joe Pikul,"Pikul, Joe",2B,22,H,123.21,96.85,95.79,7.45,5.94,0.98,5.77,6.08,600.0,153.0,30.0,4.0,30.0,73.0,113.0,0.329,0.456,0.343,0.478,AAA,22,2B,2.0,1.0,,,,,,,,,,,,,0.3395,0.4725,0.27090000000000003,0.12166666666666667,0.18833333333333332,0.21749999999999997
270,Neil Dundee,"Dundee, Neil",1B,22,H,84.01,100.08,95.7,6.58,2.6,0.978,2.27,2.1,600.0,169.0,32.0,3.0,11.0,91.0,60.0,0.382,0.408,0.371,0.39,A,22,1B,1.0,1.0,,,,,,,,,,,,,0.37375,0.39449999999999996,0.2668125,0.15166666666666667,0.1,0.11283333333333329
272,Garry Wertz,"Wertz, Garry",3B,21,H,86.32,99.81,95.68,5.24,3.48,0.991,2.64,1.86,600.0,158.0,33.0,3.0,29.0,58.0,66.0,0.33,0.474,0.326,0.471,AA,21,3B,1.0,1.0,,,,,,,,,,,,,0.327,0.47174999999999995,0.2650875,0.09666666666666666,0.11,0.20841666666666664
273,Glover Massett,"Massett, Glover",1B,22,H,127.59,93.15,95.66,8.6,3.14,0.998,2.37,1.61,600.0,183.0,41.0,1.0,12.0,53.0,77.0,0.371,0.451,0.351,0.42,AAA,22,1B,2.0,1.0,,,,,,,,,,,,,0.356,0.42775,0.2671375,0.08833333333333333,0.12833333333333333,0.12275000000000003
274,Marty Wright,"Wright, Marty",C,24,H,131.66,93.7,95.64,6.52,3.62,0.994,4.04,3.21,600.0,155.0,28.0,5.0,30.0,60.0,98.0,0.332,0.481,0.319,0.461,AAA,24,C,2.0,1.0,,,,,,,,,,,,,0.32225000000000004,0.46599999999999997,0.26151250000000004,0.1,0.16333333333333333,0.2076666666666666
275,Herman Bue,"Bue, Herman",SS,24,H,94.33,96.2,95.64,8.0,6.12,0.991,3.09,2.42,600.0,161.0,31.0,5.0,23.0,62.0,66.0,0.329,0.439,0.346,0.466,AAA,24,SS,4.0,1.0,,,,,,,,,,,,,0.34174999999999994,0.45925000000000005,0.26859999999999995,0.10333333333333333,0.11,0.19091666666666673
276,Clarence Williams,"Williams, Clarence",2B,20,H,63.66,98.14,95.63,3.0,2.39,0.994,1.7,1.26,600.0,166.0,39.0,5.0,8.0,82.0,87.0,0.364,0.397,0.363,0.396,AA,20,2B,2.0,1.0,,,,,,,,,,,,,0.36324999999999996,0.39625000000000005,0.262525,0.13666666666666666,0.145,0.11958333333333337
277,Richard Taliaferro,"Taliaferro, Richard",RF,23,H,109.22,92.04,95.61,5.52,3.36,0.995,4.01,4.66,600.0,174.0,34.0,6.0,18.0,37.0,66.0,0.333,0.459,0.331,0.457,AAA,23,RF,3.0,1.0,,,,,,,,,,,,,0.3315,0.4575,0.26355,0.06166666666666667,0.11,0.16750000000000004
278,Ringo Bell,"Bell, Ringo",LF,22,H,103.25,94.72,95.57,5.83,3.6,0.975,3.04,4.65,600.0,169.0,28.0,9.0,23.0,47.0,109.0,0.332,0.473,0.334,0.474,A,22,LF,1.0,1.0,,,,,,,,,,,,,0.3335,0.47375,0.26851250000000004,0.07833333333333334,0.18166666666666667,0.19208333333333333
279,Roy Joyner,"Joyner, Roy",3B,20,H,105.36,92.41,95.55,7.29,1.54,0.997,2.0,1.82,600.0,172.0,35.0,5.0,9.0,47.0,50.0,0.326,0.387,0.349,0.422,A,20,3B,1.0,1.0,,,,,,,,,,,,,0.34325,0.41325,0.257775,0.07833333333333334,0.08333333333333333,0.12658333333333333
280,Mario Pitts,"Pitts, Mario",RF,18,H,114.44,93.42,95.53,7.66,2.41,0.987,3.61,3.9,600.0,170.0,40.0,7.0,18.0,35.0,55.0,0.332,0.474,0.316,0.448,A,18,RF,1.0,1.0,,,,,,,,,,,,,0.32,0.4545,0.257625,0.058333333333333334,0.09166666666666666,0.1711666666666667
281,Tomas Press,"Press, Tomas",RF,25,H,67.73,98.61,95.52,3.73,3.85,0.974,3.4,2.26,600.0,174.0,26.0,7.0,15.0,84.0,120.0,0.385,0.446,0.368,0.42,ML,25,RF,3.0,1.0,,,,,,,,,,,,,0.37225,0.4265,0.27413750000000003,0.14,0.2,0.1365
283,Joe Ahern,"Ahern, Joe",SS,18,H,111.94,89.54,95.48,8.63,2.78,0.997,5.82,4.65,600.0,179.0,44.0,0.0,10.0,37.0,72.0,0.347,0.434,0.329,0.406,A,18,SS,1.0,1.0,,,,,,,,,,,,,0.3335,0.413,0.253325,0.06166666666666667,0.12,0.11466666666666664
284,Paul Miles,"Miles, Paul",CF,23,H,116.18,90.56,95.42,6.91,4.99,0.975,8.0,5.45,600.0,178.0,27.0,5.0,6.0,57.0,44.0,0.348,0.376,0.368,0.408,AAA,23,CF,4.0,1.0,,,,,,,,,,,,,0.363,0.4,0.26335,0.095,0.07333333333333333,0.10333333333333333
285,Anthony Botts,"Botts, Anthony",RF,25,H,122.93,90.19,95.31,4.04,7.01,0.995,9.09,9.98,600.0,170.0,28.0,5.0,5.0,74.0,66.0,0.36,0.368,0.363,0.371,AAA,25,RF,2.0,1.0,,,,,,,,,,,,,0.36224999999999996,0.37024999999999997,0.255575,0.12333333333333334,0.11,0.08691666666666664
286,Lee Archer,"Archer, Lee",2B,22,H,137.23,91.67,95.29,6.82,4.11,0.997,6.71,6.0,600.0,168.0,36.0,4.0,9.0,60.0,44.0,0.356,0.414,0.335,0.382,AAA,22,2B,3.0,1.0,,,,,,,,,,,,,0.34025000000000005,0.38999999999999996,0.2506125,0.1,0.07333333333333333,0.10999999999999993
287,Pat Bailey,"Bailey, Pat",SS,19,H,95.35,94.44,95.28,5.96,4.5,0.999,4.19,4.66,600.0,173.0,32.0,4.0,0.0,93.0,59.0,0.39,0.364,0.377,0.344,AA,19,SS,1.0,1.0,,,,,,,,,,,,,0.38025,0.349,0.2583625,0.155,0.09833333333333333,0.06066666666666665
288,Jeffrey Hernandez,"Hernandez, Jeffrey",RF,20,H,105.76,94.07,95.24,7.74,2.94,0.985,3.53,2.78,600.0,177.0,32.0,2.0,4.0,67.0,35.0,0.375,0.392,0.357,0.364,AA,20,RF,2.0,1.0,,,,,,,,,,,,,0.3615,0.371,0.255425,0.11166666666666666,0.058333333333333334,0.07600000000000001
289,Charlie Carr,"Carr, Charlie",LF,19,H,73.87,103.6,95.07,5.8,2.5,0.998,1.93,1.58,600.0,156.0,38.0,5.0,30.0,67.0,148.0,0.345,0.503,0.326,0.475,AA,19,LF,1.0,1.0,,,,,,,,,,,,,0.33075,0.482,0.2693375,0.11166666666666666,0.24666666666666667,0.22199999999999998
290,Todd Barthelmes,"Barthelmes, Todd",LF,23,H,101.25,100.55,95.07,7.34,2.99,0.998,4.44,3.46,600.0,159.0,43.0,3.0,19.0,79.0,77.0,0.358,0.452,0.343,0.428,AAA,23,LF,3.0,1.0,,,,,,,,,,,,,0.34675,0.434,0.2645375,0.13166666666666665,0.12833333333333333,0.16899999999999998
291,Stewart Hoerner,"Hoerner, Stewart",1B,22,H,118.09,93.52,95.05,1.88,2.75,0.998,2.61,1.7,600.0,186.0,38.0,7.0,4.0,44.0,52.0,0.366,0.43,0.348,0.402,A,22,1B,1.0,1.0,,,,,,,,,,,,,0.35250000000000004,0.409,0.260875,0.07333333333333333,0.08666666666666667,0.09899999999999998
292,Mike Schnelle,"Schnelle, Mike",LF,24,H,56.89,98.14,94.94,4.2,1.99,0.988,1.57,1.12,600.0,172.0,33.0,3.0,22.0,45.0,53.0,0.327,0.449,0.344,0.475,AAA,24,LF,4.0,1.0,,,,,,,,,,,,,0.33975,0.46849999999999997,0.2700125,0.075,0.08833333333333333,0.1818333333333333
293,Joe Holmes,"Holmes, Joe",2B,19,H,64.44,97.22,94.87,3.17,2.78,0.99,2.57,1.83,600.0,181.0,49.0,3.0,15.0,34.0,55.0,0.35,0.487,0.328,0.452,AA,19,2B,1.0,1.0,,,,,,,,,,,,,0.3335,0.46075,0.2652625,0.056666666666666664,0.09166666666666666,0.1590833333333333
294,Grant Robertson,"Robertson, Grant",2B,21,H,76.72,95.83,94.85,4.4,4.8,0.989,2.93,4.36,600.0,193.0,40.0,7.0,4.0,46.0,51.0,0.38,0.448,0.36,0.418,AAA,21,2B,2.0,1.0,,,,,,,,,,,,,0.365,0.4255,0.270625,0.07666666666666666,0.085,0.10383333333333333
297,Ken Fields,"Fields, Ken",C,25,H,112.48,89.54,94.79,7.09,1.98,0.975,1.7,2.0,600.0,169.0,34.0,3.0,4.0,74.0,57.0,0.362,0.37,0.359,0.367,AAA,25,C,1.0,1.0,,,,,,,,,,,,,0.35975,0.36775,0.253825,0.12333333333333334,0.095,0.08608333333333335
298,Bill Vitti,"Vitti, Bill",1B,20,H,96.42,96.66,94.79,5.57,2.42,0.994,1.02,0.95,600.0,162.0,30.0,1.0,26.0,53.0,70.0,0.32,0.442,0.336,0.466,A,20,1B,1.0,1.0,,,,,,,,,,,,,0.332,0.46,0.2644,0.08833333333333333,0.11666666666666667,0.19
299,Sam Heath,"Heath, Sam",RF,24,H,115.27,93.52,94.78,8.5,2.82,0.988,2.87,4.0,600.0,167.0,39.0,3.0,9.0,61.0,68.0,0.334,0.381,0.355,0.414,AAA,24,RF,2.0,1.0,,,,,,,,,,,,,0.34975,0.40575,0.258825,0.10166666666666667,0.11333333333333333,0.12741666666666668
