Name,ID,age,pos,HFA,POW,EYE,END,CTL,STF,ARM,FLD,GRADE,height,weight,pos2,throws,bats,arm_st,basespeed,hit_gb,hit_pull,hit_middle,hit_opp,hit_ab, hit_hit, hit_2b, hit_3b, hit_hr, hit_walk, hit_k,hit_avg_l,hit_avg_r,hit_obp_l,hit_obp_r,hit_slg_l,hit_slg_r,pit_gb, pit_end,pit_ab, pit_hit, pit_2b, pit_3b, pit_hr, pit_walk, pit_k,numpitches,pit1,qual_1, avg_1_l, avg_1_r, obp_1_l, obp_1_r, slg_1_l, slg_1_r,pit2,qual_2, avg_2_l, avg_2_r, obp_2_l, obp_2_r, slg_2_l, slg_2_r,pit3,qual_3, avg_3_l, avg_3_r, obp_3_l, obp_3_r, slg_3_l, slg_3_r,pit4,qual_4, avg_4_l, avg_4_r, obp_4_l, obp_4_r, slg_4_l, slg_4_r,pit5,qual_5, avg_5_l, avg_5_r, obp_5_l, obp_5_r, slg_5_l, slg_5_r,pit6,qual_6, avg_6_l, avg_6_r, obp_6_l, obp_6_r, slg_6_l, slg_6_r,of_rng, if_rng, fldper, p, c, b1, b2, b3, ss, lf, cf, rf
Louie Harris,1563,21,P,10,10,46,54,92,90,93,50,76,217,P,R,R,8.70,3.10,0.73,0.29,0.53,0.18,100,15,2,1,0,5,30,0.158,0.142,0.201,0.180,0.206,0.174,0.56,4.78,600,171,44,5,26,50,149,3,Fastball,0.53,0.282,0.262,0.340,0.314,0.511,0.470,Curve,0.22,0.306,0.286,0.364,0.338,0.535,0.494,Slider,0.24,0.316,0.296,0.374,0.348,0.545,0.504,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.75,3.37,0.989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paul Barribeau,1565,18,P,10,10,21,72,99,91,100,51,76,233,P,R,R,8.76,1.19,0.55,0.26,0.50,0.25,100,14,4,1,0,4,40,0.145,0.135,0.180,0.166,0.211,0.189,0.36,4.27,600,168,56,6,32,47,113,3,Fastball,0.27,0.266,0.255,0.321,0.306,0.547,0.524,Changeup,0.44,0.288,0.276,0.342,0.327,0.568,0.545,Sinker,0.30,0.304,0.292,0.358,0.343,0.584,0.561,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.80,3.46,0.986,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jim Echevaria,1567,22,P,10,10,48,93,98,25,83,66,73,217,P,R,R,8.66,2.99,0.73,0.23,0.57,0.20,100,15,4,0,1,4,27,0.157,0.143,0.192,0.174,0.234,0.206,0.47,6.88,600,174,53,6,31,52,74,4,Fastball,0.33,0.273,0.261,0.332,0.317,0.541,0.517,Slider,0.24,0.294,0.282,0.352,0.337,0.562,0.538,Changeup,0.22,0.307,0.295,0.366,0.350,0.575,0.551,Sinker,0.21,0.319,0.307,0.377,0.362,0.587,0.563,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.61,4.76,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jonathan McTigue,1568,21,P,10,10,10,94,92,88,100,59,74,197,P,R,S,9.07,2.95,0.65,0.26,0.55,0.19,100,13,4,0,0,3,43,0.131,0.129,0.156,0.154,0.171,0.169,0.33,5.87,600,162,42,5,25,46,162,3,Fastball,0.34,0.262,0.244,0.316,0.293,0.480,0.445,Curve,0.28,0.282,0.264,0.336,0.314,0.500,0.465,Changeup,0.38,0.292,0.275,0.346,0.324,0.510,0.475,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.25,4.17,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jake Vanderlinden,1570,19,P,10,10,46,100,100,72,97,45,73,201,P,R,R,8.79,3.40,0.54,0.34,0.41,0.25,100,17,4,1,1,4,28,0.177,0.163,0.211,0.193,0.274,0.246,0.58,7.12,600,175,48,5,28,35,110,3,Fastball,0.36,0.281,0.268,0.322,0.306,0.526,0.501,Curve,0.38,0.301,0.288,0.342,0.326,0.546,0.521,Changeup,0.26,0.317,0.305,0.358,0.342,0.562,0.537,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.02,2.87,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gary Gonzalez,1572,18,P,10,10,30,62,97,76,88,48,72,199,P,R,R,8.61,2.09,0.65,0.35,0.39,0.26,100,15,3,1,1,3,35,0.158,0.142,0.185,0.164,0.246,0.214,0.54,4.16,600,168,56,6,32,47,137,4,Fastball,0.29,0.264,0.251,0.318,0.302,0.545,0.519,Curve,0.30,0.284,0.271,0.338,0.322,0.565,0.539,Slider,0.19,0.302,0.289,0.356,0.339,0.583,0.557,Changeup,0.22,0.310,0.297,0.364,0.347,0.591,0.565,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.99,3.11,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Duke Olney,1575,22,P,10,10,56,92,72,90,97,41,74,225,P,R,R,9.33,1.24,0.73,0.23,0.46,0.31,100,15,4,0,1,4,21,0.156,0.144,0.191,0.175,0.232,0.208,0.45,5.10,600,174,53,6,31,52,149,3,Fastball,0.31,0.277,0.265,0.336,0.320,0.546,0.520,Curve,0.33,0.297,0.285,0.356,0.340,0.566,0.540,Changeup,0.37,0.309,0.296,0.368,0.352,0.578,0.552,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.65,2.50,0.987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dennis Puckett,1576,18,P,10,10,23,68,89,58,85,51,72,200,P,R,R,8.49,3.27,0.63,0.45,0.36,0.19,100,13,2,1,1,5,41,0.136,0.124,0.180,0.163,0.213,0.187,0.37,5.09,600,178,49,5,28,80,130,6,Fastball,0.24,0.271,0.256,0.356,0.337,0.521,0.490,Curve,0.17,0.292,0.276,0.377,0.357,0.542,0.511,Slider,0.14,0.306,0.290,0.391,0.371,0.556,0.525,Changeup,0.15,0.315,0.300,0.401,0.381,0.565,0.535,Split Finger,0.15,0.326,0.311,0.412,0.392,0.576,0.546,Sinker,0.14,0.339,0.324,0.425,0.405,0.589,0.559,3.08,3.41,0.984,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lawrence McFarland,1577,18,C,10,10,90,53,10,10,32,61,77,221,C,R,R,3.07,6.25,0.61,0.26,0.48,0.27,600,122,27,3,11,47,80,0.210,0.197,0.269,0.252,0.326,0.300,0.33,2.97,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.356,0.539,0.523,0.672,0.648,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.85,4.07,0.993,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rob Boynton,1578,21,RF,84,48,93,43,10,10,87,10,71,167,RF,R,R,5.81,3.27,0.52,0.31,0.47,0.22,600,196,38,1,23,99,68,0.335,0.319,0.432,0.412,0.521,0.490,0.41,2.28,84,30,8,1,5,30,6,1,Fastball,1.00,0.370,0.354,0.542,0.521,0.676,0.643,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.13,1.64,0.997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Elbie Mari,1579,22,1B,49,33,81,39,10,10,66,50,71,200,1B,R,R,2.51,4.12,0.57,0.18,0.50,0.32,600,149,23,5,10,76,109,0.255,0.243,0.342,0.326,0.365,0.341,0.40,2.03,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.356,0.539,0.523,0.672,0.647,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.79,3.43,0.997,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Stan Cochran,1580,22,C,51,22,84,42,10,10,83,23,75,214,C,R,R,4.72,2.18,0.73,0.36,0.35,0.29,600,150,27,0,5,68,78,0.259,0.242,0.338,0.316,0.336,0.302,0.35,2.24,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.356,0.539,0.523,0.672,0.647,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,1.73,1.91,0.985,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Forest Murphy,1584,18,LF,67,10,58,44,10,10,72,50,73,178,LF,L,L,3.78,3.43,0.59,0.34,0.40,0.26,600,168,44,5,15,67,93,0.273,0.287,0.343,0.361,0.431,0.459,0.52,2.34,84,30,8,1,5,30,6,1,Fastball,1.00,0.355,0.370,0.522,0.541,0.645,0.675,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.29,3.01,0.981,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Mike Gevorkyan,1585,18,RF,15,10,94,51,10,10,60,70,72,190,RF,R,R,4.98,2.39,0.56,0.45,0.40,0.14,600,139,21,2,4,60,74,0.237,0.225,0.309,0.293,0.303,0.278,0.40,2.88,84,30,8,1,5,30,6,1,Fastball,1.00,0.367,0.357,0.538,0.525,0.670,0.649,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.50,3.24,0.992,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Lewis Skalicky,1586,18,C,54,44,88,45,10,10,91,10,73,200,C,R,R,9.00,1.70,0.61,0.12,0.55,0.32,600,144,24,6,9,24,57,0.245,0.234,0.276,0.262,0.358,0.336,0.52,2.41,84,30,8,1,5,30,6,1,Fastball,1.00,0.369,0.355,0.540,0.523,0.673,0.646,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.92,1.14,0.992,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alvin Lopez,1587,22,1B,74,66,61,20,10,10,85,50,74,199,1B,L,L,5.38,2.62,0.51,0.49,0.35,0.17,600,153,25,3,21,55,85,0.249,0.260,0.310,0.325,0.400,0.423,0.53,1.36,84,30,8,1,5,30,6,1,Fastball,1.00,0.356,0.368,0.524,0.539,0.648,0.672,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.01,2.31,0.981,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Cal Hunter,1588,22,2B,65,10,90,49,10,10,55,91,72,172,2B,R,R,7.20,6.74,0.65,0.39,0.32,0.30,600,146,10,4,0,53,37,0.250,0.238,0.313,0.297,0.287,0.262,0.33,2.74,84,30,8,1,5,30,6,1,Fastball,1.00,0.370,0.354,0.541,0.521,0.676,0.644,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.87,7.08,0.994,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Jeffrey Leone,1589,18,3B,41,36,67,14,10,10,95,36,75,225,3B,R,R,7.57,3.00,0.61,0.46,0.40,0.14,600,132,15,2,6,43,76,0.229,0.213,0.284,0.263,0.297,0.265,0.39,1.16,84,30,8,1,5,30,6,1,Fastball,1.00,0.369,0.355,0.540,0.522,0.674,0.645,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.27,4.19,0.963,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Adam McBath,1590,19,SS,10,25,58,19,10,10,100,92,77,249,SS,R,R,7.44,3.87,0.73,0.29,0.42,0.29,600,136,18,7,1,47,55,0.236,0.219,0.295,0.272,0.304,0.268,0.52,1.34,84,30,8,1,5,30,6,1,Fastball,1.00,0.371,0.353,0.543,0.520,0.678,0.642,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,5.31,6.54,0.992,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Marcos Vandenburgh,1591,18,LF,49,31,71,46,10,10,90,99,75,231,LF,R,R,6.54,5.84,0.54,0.37,0.41,0.22,600,143,21,9,18,56,99,0.243,0.234,0.309,0.297,0.400,0.382,0.51,2.51,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.357,0.538,0.524,0.671,0.649,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,8.00,6.64,0.993,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Dorian Widmayer,1597,18,CF,73,10,52,11,10,10,62,51,74,196,CF,L,L,4.31,6.58,0.59,0.28,0.48,0.23,600,150,27,5,2,22,46,0.244,0.258,0.268,0.286,0.309,0.337,0.42,1.04,84,30,8,1,5,30,6,1,Fastball,1.00,0.357,0.368,0.524,0.538,0.649,0.671,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,5.56,4.79,0.998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Ray Galstad,1598,20,RF,47,56,78,27,10,10,86,56,71,173,RF,R,R,6.69,3.77,0.51,0.38,0.39,0.23,600,145,31,6,5,49,72,0.248,0.235,0.306,0.291,0.353,0.329,0.46,1.62,84,30,8,1,5,30,6,1,Fastball,1.00,0.367,0.357,0.538,0.525,0.669,0.650,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.79,2.83,0.996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Greg Altenhofen,1602,18,P,10,10,50,93,88,59,93,61,75,217,P,R,R,8.87,1.61,0.71,0.38,0.38,0.24,100,16,3,1,1,4,25,0.171,0.149,0.206,0.178,0.262,0.218,0.48,8.00,600,174,53,6,31,52,129,4,Fastball,0.35,0.275,0.260,0.335,0.314,0.545,0.514,Curve,0.29,0.296,0.280,0.355,0.335,0.566,0.534,Changeup,0.20,0.312,0.296,0.372,0.351,0.582,0.550,Forkball,0.17,0.326,0.310,0.385,0.365,0.596,0.564,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.93,4.32,0.991,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Eugene Brockman,1603,19,P,10,10,54,85,100,84,96,48,75,228,P,R,R,8.69,1.01,0.55,0.35,0.42,0.23,100,13,3,1,1,5,24,0.136,0.124,0.179,0.164,0.221,0.199,0.58,5.50,600,174,53,6,31,52,141,3,Fastball,0.34,0.280,0.264,0.340,0.319,0.550,0.518,Curve,0.32,0.300,0.284,0.360,0.339,0.570,0.538,Slider,0.34,0.312,0.296,0.372,0.351,0.582,0.550,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.96,3.19,0.990,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Emmanuel Gray,1605,19,P,10,10,49,90,100,92,87,50,73,197,P,L,L,9.23,1.15,0.70,0.28,0.60,0.11,100,16,3,0,0,3,24,0.154,0.166,0.177,0.192,0.178,0.202,0.59,8.00,600,148,36,4,21,45,181,3,Fastball,0.28,0.223,0.233,0.274,0.288,0.394,0.415,Slider,0.27,0.243,0.253,0.294,0.308,0.414,0.435,Changeup,0.44,0.253,0.263,0.304,0.318,0.424,0.445,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.36,3.35,0.985,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordan Harvey,1606,19,P,10,10,51,92,81,94,96,47,74,208,P,R,R,9.28,1.14,0.59,0.26,0.51,0.23,100,15,3,1,1,5,26,0.157,0.143,0.199,0.182,0.243,0.217,0.62,7.91,600,158,51,6,30,68,156,3,Fastball,0.39,0.253,0.241,0.329,0.314,0.512,0.488,Curve,0.19,0.276,0.264,0.352,0.337,0.535,0.511,Changeup,0.42,0.281,0.269,0.357,0.342,0.540,0.516,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.58,3.02,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Micheal Ready,1607,22,P,10,10,45,49,77,78,83,39,76,207,P,R,R,8.83,3.73,0.73,0.37,0.45,0.17,100,13,2,0,0,3,27,0.137,0.123,0.165,0.146,0.165,0.135,0.41,4.61,600,153,49,5,29,50,105,3,Fastball,0.30,0.245,0.228,0.305,0.282,0.498,0.462,Slider,0.31,0.265,0.248,0.325,0.302,0.518,0.482,Changeup,0.39,0.276,0.259,0.336,0.314,0.529,0.493,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.69,2.36,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jose Fletcher,1608,22,P,10,10,55,95,84,96,100,41,74,191,P,R,R,8.56,1.32,0.55,0.34,0.37,0.29,100,16,3,0,1,3,20,0.166,0.154,0.192,0.177,0.232,0.208,0.47,6.72,600,177,40,4,23,53,148,4,Fastball,0.37,0.278,0.271,0.336,0.327,0.478,0.464,Curve,0.23,0.299,0.292,0.358,0.348,0.499,0.485,Sinker,0.21,0.312,0.305,0.370,0.361,0.512,0.498,Forkball,0.19,0.325,0.318,0.384,0.375,0.526,0.511,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.83,2.51,0.990,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Clifford Silva,1611,21,P,10,10,60,96,83,90,80,40,72,205,P,R,R,8.67,1.75,0.73,0.24,0.44,0.32,100,13,4,0,0,6,21,0.137,0.123,0.188,0.171,0.183,0.157,0.65,6.75,600,134,43,5,25,60,183,5,Fastball,0.35,0.203,0.191,0.275,0.260,0.419,0.395,Slider,0.23,0.224,0.212,0.296,0.281,0.440,0.416,Changeup,0.27,0.234,0.222,0.307,0.291,0.451,0.426,Split Finger,0.05,0.319,0.307,0.391,0.376,0.535,0.511,Forkball,0.10,0.277,0.265,0.350,0.334,0.494,0.469,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.51,2.47,0.989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ivory Malik,1612,19,P,10,10,15,82,90,59,84,55,70,188,P,R,R,8.66,1.92,0.67,0.13,0.52,0.35,100,14,4,0,1,5,44,0.147,0.133,0.190,0.172,0.224,0.196,0.54,4.80,600,163,39,4,22,62,112,4,Fastball,0.24,0.257,0.238,0.327,0.304,0.456,0.420,Curve,0.28,0.277,0.259,0.347,0.324,0.476,0.440,Slider,0.16,0.295,0.277,0.366,0.342,0.494,0.458,Changeup,0.32,0.297,0.279,0.368,0.344,0.496,0.460,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.34,3.76,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Terrance Stewart,1613,19,P,10,10,20,99,81,73,100,61,74,196,P,R,R,9.33,2.88,0.72,0.12,0.59,0.29,100,15,2,0,0,6,44,0.159,0.141,0.210,0.186,0.189,0.151,0.42,8.00,600,168,56,6,32,47,158,4,Fastball,0.35,0.266,0.253,0.320,0.303,0.547,0.521,Slider,0.20,0.287,0.274,0.342,0.325,0.568,0.543,Changeup,0.27,0.296,0.283,0.351,0.334,0.578,0.552,Forkball,0.18,0.316,0.303,0.370,0.353,0.597,0.571,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.93,4.31,0.994,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dave Hensley,1621,20,P,10,10,49,89,90,37,90,68,75,210,P,R,R,8.30,1.76,0.66,0.31,0.47,0.22,100,15,4,1,1,3,24,0.156,0.144,0.182,0.167,0.252,0.228,0.47,4.28,600,174,53,6,31,52,127,4,Fastball,0.33,0.272,0.262,0.331,0.318,0.540,0.519,Curve,0.26,0.293,0.282,0.351,0.338,0.560,0.539,Slider,0.20,0.308,0.298,0.367,0.353,0.575,0.554,Changeup,0.22,0.317,0.307,0.376,0.362,0.584,0.564,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.92,4.96,0.995,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rich Lane,1622,19,P,10,10,15,100,80,45,96,64,73,213,P,R,R,8.84,2.86,0.70,0.30,0.43,0.26,100,13,3,1,0,5,44,0.136,0.124,0.179,0.164,0.192,0.168,0.60,8.00,600,144,40,4,23,75,99,2,Fastball,0.61,0.240,0.223,0.326,0.305,0.446,0.414,Changeup,0.39,0.261,0.244,0.347,0.326,0.468,0.435,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.71,4.58,0.995,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tom Griffin,1623,19,1B,49,54,80,32,10,10,80,27,75,222,1B,R,R,4.76,3.03,0.61,0.27,0.55,0.17,600,161,29,5,20,54,82,0.276,0.262,0.338,0.320,0.447,0.419,0.49,1.79,84,30,8,1,5,30,6,1,Fastball,1.00,0.367,0.357,0.538,0.525,0.670,0.650,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,1.57,1.85,0.980,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Terry Skuse,1624,22,CF,15,12,94,44,10,10,95,51,69,179,CF,R,R,5.77,3.99,0.73,0.35,0.41,0.24,600,156,20,2,1,35,28,0.270,0.249,0.313,0.287,0.327,0.285,0.47,2.37,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.356,0.539,0.524,0.671,0.648,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.03,3.34,0.995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Sherman Nachor,1625,19,SS,10,18,63,50,10,10,59,100,71,190,SS,R,R,5.23,6.86,0.59,0.22,0.60,0.19,600,126,23,5,2,16,92,0.216,0.203,0.238,0.222,0.288,0.263,0.49,2.81,84,30,8,1,5,30,6,1,Fastball,1.00,0.367,0.358,0.537,0.525,0.669,0.651,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,5.90,8.05,0.994,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
